"gid","landcover_","landcove_1","lighting_r","lst_celsiu","uhi_intens","no2","geom"
788,"1","Trees","3.833485566218291","27.291256808371227",NULL,"0.000116299800658","01060000000100000001030000000100000005000000D7A3703D0A4F5340CCCCCCCCCC743C40D7A3703D0A4F53406666666666763C40EB51B81E854F53406666666666763C40EB51B81E854F5340CCCCCCCCCC743C40D7A3703D0A4F5340CCCCCCCCCC743C40"
787,"1","Trees","3.997314072944022","27.523015571677199",NULL,"0.000114666763702","01060000000100000001030000000100000005000000C3F5285C8F4E5340CCCCCCCCCC743C40C3F5285C8F4E53406666666666763C40D7A3703D0A4F53406666666666763C40D7A3703D0A4F5340CCCCCCCCCC743C40C3F5285C8F4E5340CCCCCCCCCC743C40"
786,"1","Trees","4.462167010540504","27.710967944688903",NULL,"0.000113207430037","01060000000100000001030000000100000005000000AE47E17A144E5340CCCCCCCCCC743C40AE47E17A144E53406666666666763C40C2F5285C8F4E53406666666666763C40C2F5285C8F4E5340CCCCCCCCCC743C40AE47E17A144E5340CCCCCCCCCC743C40"
707,"1","Trees","3.577314200836259","27.248348597767230",NULL,"0.000113227762118","01060000000100000001030000000100000005000000D7A3703D0A4F53403333333333733C40D7A3703D0A4F5340CDCCCCCCCC743C40EB51B81E854F5340CDCCCCCCCC743C40EB51B81E854F53403333333333733C40D7A3703D0A4F53403333333333733C40"
708,"1","Trees","3.370109636908237","27.153242630385535",NULL,"0.000115336819284","01060000000100000001030000000100000005000000EC51B81E854F53403333333333733C40EC51B81E854F5340CDCCCCCCCC743C400000000000505340CDCCCCCCCC743C4000000000005053403333333333733C40EC51B81E854F53403333333333733C40"
627,"1","Trees","3.171049121269316","26.973621955169996",NULL,"0.000111989037138","01060000000100000001030000000100000005000000EC51B81E854F53409999999999713C40EC51B81E854F53403333333333733C4000000000005053403333333333733C4000000000005053409999999999713C40EC51B81E854F53409999999999713C40"
626,"1","Trees","3.455101641557984","27.135434675012089",NULL,"0.000110057620188","01060000000100000001030000000100000005000000D7A3703D0A4F53409999999999713C40D7A3703D0A4F53403333333333733C40EB51B81E854F53403333333333733C40EB51B81E854F53409999999999713C40D7A3703D0A4F53409999999999713C40"
546,"1","Trees","3.166188860019986","27.068630136986329",NULL,"0.000110083433265","01060000000100000001030000000100000005000000EC51B81E854F53400000000000703C40EC51B81E854F53409A99999999713C4000000000005053409A99999999713C4000000000005053400000000000703C40EC51B81E854F53400000000000703C40"
1366,"6","Built area","31.239156262294664","29.725326032852191","1.022709922731529","0.000164754919804","01060000000100000001030000000100000005000000B91E85EB515453400000000000803C40B91E85EB515453409A99999999813C40CDCCCCCCCC5453409A99999999813C40CDCCCCCCCC5453400000000000803C40B91E85EB515453400000000000803C40"
1368,"6","Built area","24.928243624197474","29.147927386123214","0.445311276002556","0.000162598826130","01060000000100000001030000000100000005000000E27A14AE475553400000000000803C40E27A14AE475553409A99999999813C40F6285C8FC25553409A99999999813C40F6285C8FC25553400000000000803C40E27A14AE475553400000000000803C40"
